AI CYBERATTACK,DATE ARTICLE,DESCRIPTION (ABSTRACT),KEYWORDS (5 ),SECTOR,SOURCE  URL,THREAT ACTOR,TITLE,TYPE OF INCIDENT
No,27/3/2024,"The INC Ransom extortion gang is threatening to publish three terabytes of data allegedly stolen after breaching the National Health Service (NHS) of Scotland. The cybercriminals shared multiple images containing medical details and stated they would leak data ""soon"" unless a ransom is paid, following a cybersecurity incident reported around March 15. The Scottish Government confirmed that the cyberattack specifically impacts only NHS Dumfries and Galloway, one of the regional health boards within NHS Scotland, where IT systems were compromised. Sample documents published by the threat actor contained sensitive patient and staff-identifiable information, including medical assessments, analysis results, and psychological reports. NHS Dumfries and Galloway ""absolutely deplores the release of confidential patient data"" and is working with police and the National Cyber Security Centre (NCSC) to respond, assuring that all patients whose information was leaked online will be informed directly","Data breach, data leak, healthcare, INC ransom, NHS scotland, ransomware, scotland",Healthcare Services,https://www.bleepingcomputer.com/news/security/inc-ransom-threatens-to-leak-3tb-of-nhs-scotland-stolen-data/,Incransom,INC Ransom threatens to leak 3TB of NHS Scotland stolen data,Ransomware
No,27/5/2017,"Petya is a ransomware variant that, unlike other ransomware, encrypts the hard drive's Master Boot Record (MBR) instead of individual files, making the computer unbootable.","Petya, ransomware, MBR, encryption, hard drive",Others,https://www.bleepingcomputer.com/news/security/petya-ransomware-skips-the-files-and-encrypts-your-hard-drive-instead/,Petya,Petya Ransomware skips the Files and Encrypts your Hard Drive Instead.,Ransomware
No,27/6/2022,"LockBit 3.0, released in June 2022, notably introduced the first ransomware bug bounty program, offering rewards from $1,000 to $1 million to security researchers for identifying vulnerabilities. The program extends to various categories, including web site bugs (e.g., XSS, MySQL injections), errors in the encryptor, ""brilliant ideas"" for improving the operation, and bounties for doxing the affiliate program manager, LockBitSupp, at a fixed $1 million. Furthermore, LockBit 3.0 adopted Zcash as a new privacy-focused cryptocurrency payment option, alongside Bitcoin and Monero, to make ransom payments harder to trace for law enforcement. The operation also indicated a new extortion model allowing threat actors to purchase stolen victim data directly from their data leak site, potentially via Torrent or direct download for different data volumes","lockbit 3.0, bug bounty, Zcash, Extortion, ransomware","Information, Communication And Digital",https://www.bleepingcomputer.com/news/security/lockbit-30-introduces-the-first-ransomware-bug-bounty-program/,LockBit 3.0,LockBit 3.0 introduces the first ransomware bug bounty program,Ransomware
No,27/7/2021,"A new version of LockBit 2.0 ransomware automates Windows domain encryption by exploiting Active Directory group policies. Once executed on a domain controller, the ransomware creates policies to disable Microsoft Defender and schedule tasks to deploy itself across all network devices using a UAC bypass, running silently in the background. This innovative approach streamlines ransomware distribution and also includes a feature to print bomb ransom notes to networked printers","lockbit 2.0, windows domain, group policies, active directory, ransomware",Others,https://www.bleepingcomputer.com/news/security/lockbit-ransomware-now-encrypts-windows-domains-using-group-policies/,LockBit,LockBit ransomware now encrypts Windows domains using group policies,Ransomware
No,27/7/2022,"Researchers have identified significant technical overlaps between LockBit 3.0 (a.k.a. LockBit Black) and the BlackMatter ransomware, which itself was a rebrand of DarkSide. LockBit 3.0, introduced in June 2022, arrived alongside new behaviors like a bug bounty program, Zcash support, and novel extortion tactics. It appends unique extensions (HLJkNskOqâ€ or 19MqZqZ0sâ€) to encrypted files and replaces icons with a .ico file, while also changing desktop wallpapers. Technical analysis revealed that LockBit 3.0 borrows API-harvesting routines and shadow-copy deletion logic identical to BlackMatter, along with similar privilege escalation methods and language-based exclusion checks. These findings suggest a shared code lineage or influence, which could complicate detection and response strategies.",LockBit 3.0; BlackMatter; ransomware similarity; API harvesting; bug bounty program,Others,https://securityaffairs.com/133697/malware/lockbit-3-0-blackmatter-ransomware.html,Black Matter,The strange similarities between Lockbit 3.0 and Blackmatter ransomware,Ransomware
No,27/8/2022,"Hackers created a fake play-to-earn gaming project called Cthulhu World,â€ complete with websites, Discord groups, social media, and a Medium site to lure victims. Through Twitter direct messages promising Ethereum rewards for testing the game, users were tricked into visiting the site. The site mimicked a legitimate project and asked users to enter codes to download an alphaâ€ test. Those codes triggered downloads of one of three malware payloads from Dropbox: AsyncRAT, RedLine Stealer, or Raccoon Stealer. These malware variants steal credentials, passwords, cookies, and cryptocurrency walletssome victims reported theft of their wallets.","Stealer, Raccoon Stealer, social engineering",Others,https://www.bleepingcomputer.com/news/security/fake-cthulhu-world-p2e-project-used-to-push-info-stealing-malware/,AsyncRat,Fake 'Cthulhu World' P2E project used to push info-stealing malware,Others
No,27/8/2024,Chinese hackers from Volt Typhoon exploited a zero-day vulnerability in Versa products. This allowed them to breach ISPs and managed service providers. The campaign emphasizes the risks of supply chain and service provider exploitation. Authorities warn about the stealth and persistence of these attackers. Patch deployment is critical to prevent further compromises.,Volt Typhoon;Zero-Day;ISP;Service Providers;Exploitation,"Information, Communication And Digital",https://www.bleepingcomputer.com/news/security/chinese-volt-typhoon-hackers-exploited-versa-zero-day-to-breach-isps-msps/,Volt Typhoon,Chinese Volt Typhoon Hackers Exploited Versa Zero Day To Breach Isps Msps,Others
No,27/8/2024,"The MOVEit data breach compromised Texas Dow Employees Credit Union (TDECU) customer data, including personal details like usernames, account numbers, and Social Security numbers. Breached information is being used in phishing and identity theft scams. TDECU confirmed it is notifying affected customers, offering fraud monitoring, and working with credit agencies. Additionally, they approved a court settlement for breach compensation. The impact underscores MOVEitâ€™s downstream effects on sensitive consumer data.","MOVEit, TDECU, personal data, identity theft, credit union",Banking And Finance,https://www.infosecurity-magazine.com/news/moveit-hack-exposed-tdecu-data/,MOVEit,MOVEit hack exposed TDECU data,Data Breached
No,27/9/2023,"The US and Japan issued a joint warning about Chinese state-backed hackers targeting Cisco routers in government and critical infrastructure networks. Attackers implanted custom backdoors to maintain persistent access and exfiltrate sensitive data. The campaign demonstrates the exploitation of aging or poorly secured network devices as entry points. By compromising routers, the hackers bypass traditional endpoint defenses and gain long-term control. This highlights the growing importance of securing networking equipment against sophisticated espionage campaigns.","Chinese hackers, Cisco routers, cyber espionage, backdoor, critical infrastructure",Government,https://www.bleepingcomputer.com/news/security/us-and-japan-warn-of-chinese-hackers-backdooring-cisco-routers/,BlackTech,US and Japan warn of Chinese hackers backdooring Cisco routers,Others
No,28/1/2022,"DeadBolt ransomware encrypted over 3,600 internet-exposed QNAP NAS devices by appending a .deadbolt extension and replacing the login page with a ransom note demanding 0.03 BTC (~$1,100), while also offering to sell QNAP a zero-day and master decryption key for 5 BTC and 50 BTC respectively.","DeadBolt, forced update, NAS, ransomware, firmware patch",Others,https://www.bleepingcomputer.com/news/security/qnap-force-installs-update-after-deadbolt-ransomware-hits-3-600-devices/,DeadBolt,"QNAP force-installs update after DeadBolt ransomware hits 3,600 devices",Ransomware
No,28/1/2025,"A financially motivated threat actor has been linked to a phishing email campaign, active since at least July 2024, targeting users in Poland and Germany. The attacks have led to deployment of payloads like Agent Tesla, Snake Keylogger, and a new backdoor called TorNet via PureCrypter. TorNet allows communication over the TOR network and enables execution of arbitrary .NET assemblies in memory. The actor achieves persistence via Windows scheduled tasks and evades detection by disconnecting the victim from the network before delivering the payload. The attack chain also incorporates anti-debug, anti-VM, and anti-analysis checks to bypass security tools.",PureCrypter; TorNet; Agent Tesla; phishing campaign; anti-analysis,Others,https://thehackernews.com/2025/01/purecrypter-deploys-agent-tesla-and-new.html,AgentTesla,PureCrypter Deploys Agent Tesla and New TorNet Backdoor in Ongoing Cyberattacks,Phishing
